No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
NOLSM2732989997,2,Photo,0.924732,17.06118,15.012773,20.000995,204.126169,90.000998,503.420149,3992.276582,5046.28697,5.003592,92.26467,30.005951,16,16,04-03-2026
NOLSM530731590685,3,Photo,0.89587,13.627139,14.953797,19.996998,202.756086,90.0,498.518128,4044.015605,5006.012799,5.161348,93.191602,29.987978,16,17,04-03-2026
NOLSM296101331347,3,Photo,1.110365,14.592177,15.159065,20.000963,202.291214,89.999999,495.4008,4001.069898,5020.439866,5.054414,92.604668,29.998033,16,18,04-03-2026
NOLSM096730993934,3,Photo,1.754557,16.441543,15.110887,19.994984,200.967787,90.000996,494.537854,4019.041976,5171.912549,4.970081,91.152029,29.998041,16,19,04-03-2026
NOLSM00396469488,1,Photo,1.666559,13.921431,14.824143,20.004999,203.556714,90.0,498.289585,4067.976478,5060.11451,5.068286,93.216392,30.010038,16,20,04-03-2026
NOLSM279446007148,1,Photo,1.556912,14.72531,14.903869,19.991018,197.350628,89.999998,505.829358,4102.62373,5003.363915,5.072797,94.828862,30.008014,16,21,04-03-2026
NOLSM34957582,2,Photo,1.630439,16.672985,15.121473,20.000018,202.470852,90.001005,502.414756,4096.415044,5023.284384,5.007769,89.356515,29.99697,16,22,04-03-2026
NOLSM487628828,2,Photo,1.062229,14.989608,15.094584,19.991965,200.537236,90.001002,502.754524,3984.799416,5032.848365,5.067596,92.275249,29.988998,16,23,04-03-2026
NOLSM00275650,2,Photo,1.401337,16.273936,15.02099,20.004974,203.030708,89.999,502.121609,4049.617325,5067.499439,4.93445,92.653757,30.002951,16,24,04-03-2026
NOLSM46747404037,3,Photo,0.757197,14.545959,14.946924,20.002007,200.572724,90.000006,499.303474,4105.463203,5076.630416,4.884956,92.156459,30.002983,16,25,04-03-2026
NOLSM205995201,3,Photo,1.054504,12.348887,14.927289,20.000014,206.006089,90.0,505.757807,3960.81679,4922.248878,4.934165,90.130082,29.989023,16,26,04-03-2026
NOLSM22076561,3,Photo,0.51843,18.242421,15.079558,20.001,197.058439,90.001002,494.866709,4024.932543,4994.380092,5.048351,94.825849,30.009958,16,27,04-03-2026
NOLSM76991255,2,Photo,1.867793,12.904645,15.071477,20.000986,195.57965,89.998001,504.231765,4054.308003,4903.699158,4.922944,93.472397,30.002982,17,28,05-03-2026
NOLSM79126379855,2,Photo,1.212819,15.700562,14.973028,19.996994,196.366676,89.999004,500.072959,4063.398883,5100.478078,5.090155,92.371684,30.003022,17,29,05-03-2026
NOLSM57119569529,2,Photo,1.120793,17.876268,15.108197,19.991954,196.589298,89.999996,500.409991,4155.907217,4925.910615,5.054016,93.16567,30.011048,17,30,05-03-2026
NOLSM5920331540,2,Photo,1.622788,18.114499,14.973705,19.99999,197.564079,90.000001,494.975252,3989.754501,5002.862619,5.089655,92.764228,30.012003,17,31,05-03-2026
NOLSM526062500,2,Photo,1.182895,14.851042,15.023785,19.997001,197.993357,90.001999,499.242648,3973.03517,5036.380821,4.989271,92.592243,30.009979,17,32,05-03-2026
NOLSM51978586,2,Photo,1.225988,15.781113,15.100367,19.999029,197.160769,90.001,501.207115,3987.714417,5001.948521,5.074087,92.756832,30.012994,17,33,05-03-2026
NOLSM286462027,2,Photo,1.814074,13.308633,15.015902,19.998017,197.909457,89.999997,493.341906,4078.359215,5007.222573,4.929333,91.424515,30.003974,17,34,05-03-2026
NOLSM59450182149,2,Photo,1.892149,13.821889,15.206913,19.995019,197.099343,90.000002,499.405346,4047.155312,5005.72023,4.9814,94.159831,29.995992,17,35,05-03-2026
NOLSM4524474000,2,Photo,1.722194,13.858359,15.024656,20.002994,197.612547,90.001009,500.03671,4043.079322,5001.140653,4.960233,91.200728,30.000031,17,36,05-03-2026
NOLSM62911555,2,Photo,0.960327,15.42661,15.087021,19.993996,197.928096,89.999994,501.991293,4080.878028,4984.602597,5.042243,90.391518,30.003992,17,37,05-03-2026
NOLSM692025692,2,Photo,1.484902,18.133498,14.956777,19.991973,199.034406,90.000999,499.966778,4001.360284,5029.039874,5.079111,91.467303,29.989979,17,38,05-03-2026
NOLSM972518671937,2,Photo,0.951481,16.948968,15.093872,19.99601,198.374787,90.000004,504.217176,4054.557758,4924.770968,5.043647,91.010824,29.986987,17,39,05-03-2026
NOLSM83545246345,2,Photo,0.837932,13.620451,14.864209,20.002018,198.782861,89.998998,498.576852,3957.488716,5099.324718,5.067828,93.641728,29.994005,17,40,05-03-2026
NOLSM888021581609,2,Photo,1.366092,14.671547,15.045115,20.002011,202.050291,89.998998,499.532749,4087.755337,5007.210428,5.030889,93.309102,29.999012,17,41,05-03-2026
NOLSM99300969471,2,Photo,1.926003,15.107889,14.960303,20.003013,203.132733,90.0,505.960013,4025.34061,4998.065076,5.078017,92.783627,30.00301,17,42,05-03-2026
NOLSM25824507,2,Photo,1.417187,18.179413,15.036534,20.000015,202.432553,90.000002,495.130666,4037.026539,4910.827555,5.007923,90.102735,29.987025,17,43,05-03-2026
NOLSM297033733,2,Photo,0.678334,15.818386,14.891961,19.995016,202.791521,90.000008,498.456926,4013.724908,5018.929775,5.10159,94.129328,30.004002,17,44,05-03-2026
NOLSM753681206,2,Photo,0.730272,14.14366,15.039939,19.99401,202.853107,90.000005,501.531576,3986.484374,4985.638649,5.100037,89.635508,30.001948,17,45,05-03-2026
NOLSM714098166,2,Photo,1.812239,11.262098,15.05585,19.989997,197.230343,90.000996,500.96978,4048.042739,4980.700203,4.91845,91.342476,29.997029,17,46,05-03-2026
NOLSM35118050534,2,Photo,1.896758,17.388516,15.062705,19.99799,202.365428,89.999004,501.154976,3955.313815,5099.775556,4.921932,92.538451,30.00404,17,47,05-03-2026
NOLSM342501584145,2,Photo,1.719069,13.333153,15.060457,19.99597,202.288722,89.999005,503.334658,4062.966488,4983.450418,5.00003,92.905668,29.999018,17,48,05-03-2026
NOLSM19677531907,2,Photo,0.959473,13.476747,15.090701,19.995025,199.29603,90.000999,500.834648,4071.656845,4968.412266,4.893049,93.91723,30.005975,17,49,05-03-2026
NOLSM871832815967,2,Photo,1.485227,15.968172,14.992252,19.992992,206.344991,89.999999,503.314586,3986.089919,4910.742766,5.036154,91.414867,30.005973,17,50,05-03-2026
NOLSM9111969365,2,Photo,0.948699,18.866646,15.087407,19.997022,203.126258,89.999997,500.636575,3978.557865,5008.461605,5.017177,93.547314,30.005033,17,51,05-03-2026
NOLSM34752976311,2,Photo,0.836074,11.146524,14.958313,19.998016,206.340804,90.001004,499.709193,4055.999764,5055.278466,5.108216,91.432668,30.009031,17,52,05-03-2026
NOLSM174966175,2,Photo,1.367477,17.170897,14.873225,19.999005,194.572548,89.998995,499.986978,4029.186082,5028.432018,4.936071,91.060789,30.000039,17,53,05-03-2026
NOLSM229285819892,2,Photo,1.926102,16.14985,14.988516,20.005984,199.493793,89.999998,501.210967,3971.036757,5055.412339,5.103012,91.245183,29.994964,17,54,05-03-2026
NOLSM972389356,1,Photo,1.867423,12.911278,15.07146,20.001017,198.787565,89.998,504.239747,4054.491975,4903.64549,4.923233,93.47393,30.003,17,1,05-03-2026
NOLSM916362086143,1,Photo,1.212505,15.709862,14.97289,19.997015,196.865603,89.998995,500.043074,4063.496568,5100.856519,5.090012,92.37318,30.003021,17,2,05-03-2026
NOLSM961762580080,1,Photo,0.474432,17.856033,15.109698,19.992007,194.931482,90.000002,500.399607,4156.41447,4926.278914,5.053273,93.168162,30.011028,17,3,05-03-2026
NOLSM12339273,2,Photo,1.258855,18.12158,14.973495,20.000019,198.134411,89.999999,494.967043,3989.650849,5003.373509,5.089006,92.751768,30.012052,17,4,05-03-2026
NOLSM83323491,2,Photo,0.831784,14.830841,15.0239,19.99701,200.475263,90.002005,499.234672,3973.132983,5036.446489,4.98818,92.595772,30.010007,17,5,05-03-2026
NOLSM197336896,2,Photo,1.392955,15.772551,15.101705,19.999024,200.247108,90.001,501.175138,3987.664353,5002.080683,5.074413,92.770335,30.012968,17,6,05-03-2026
NOLSM191549841052,3,Photo,1.019275,13.312516,15.015802,19.998018,204.564031,90.000004,493.326902,4078.195682,5007.119902,4.929892,91.430809,30.003942,17,7,05-03-2026
NOLSM56055015,3,Photo,1.540803,13.838161,15.207311,19.994988,197.767523,90.000001,499.398102,4047.255429,5005.756822,4.981169,94.150539,29.995989,17,8,05-03-2026
NOLSM2130077871,1,Photo,0.623741,13.843688,15.024872,20.002991,204.872668,90.000996,500.019382,4042.786995,5000.629547,4.960153,91.188795,29.999992,17,9,05-03-2026
NOLSM11625443592,1,Photo,0.979358,15.420005,15.087214,19.994033,194.473711,89.999994,501.97867,4080.696436,4984.663505,5.04197,90.39781,30.004004,17,10,05-03-2026
NOLSM508194984724,2,Photo,1.325067,18.16128,14.956664,19.99203,202.869661,90.001002,499.988168,4015.748795,5029.595201,5.079213,91.459314,29.990023,17,11,05-03-2026
NOLSM87525814,2,Photo,1.047778,16.943098,15.094342,19.995998,198.194632,89.999999,504.226268,4084.106135,4924.446478,5.044154,91.0189,29.986979,17,12,05-03-2026
NOLSM72126766,2,Photo,0.615408,13.63012,14.86309,20.002033,202.666948,89.999006,498.526621,4059.913395,5098.861192,5.068218,93.646935,29.993986,17,13,05-03-2026
NOLSM687843553445,3,Photo,1.885261,14.686502,15.04445,20.001989,202.978163,89.999,499.531749,3973.96267,5006.204635,5.031472,93.313181,29.998988,17,14,05-03-2026
NOLSM15945760,3,Photo,1.110341,15.119985,14.960501,20.003008,201.560421,89.999996,505.965957,3996.463086,4998.256466,5.077934,92.784514,30.003041,17,15,05-03-2026
NOLSM178565304077,3,Photo,1.105889,18.167203,15.036242,19.99999,199.457094,89.999999,495.131843,4094.468373,4909.701922,5.008105,90.074571,29.987025,17,16,05-03-2026
NOLSM43592567,1,Photo,1.392257,15.800158,14.891774,19.995005,194.268734,89.999999,498.434654,3966.615024,5018.216006,5.102082,94.133544,30.004017,17,17,05-03-2026
NOLSM8018365879,1,Photo,1.48992,14.154514,15.040146,19.993982,197.18668,89.999998,501.563394,3961.774232,4985.796496,5.099269,89.63561,30.002027,17,18,05-03-2026
NOLSM052706902457,2,Photo,1.751414,11.248397,15.056298,19.99,197.226047,90.001007,500.977497,4053.564779,4981.046759,4.918473,91.357719,29.99697,17,19,05-03-2026
NOLSM2769353211,2,Photo,0.919745,17.380602,15.062246,19.997979,202.3805,89.998998,501.133523,4135.915186,5099.793124,4.922002,92.550969,30.003915,17,20,05-03-2026
NOLSM577384392,3,Photo,1.004298,13.314408,15.060265,19.996001,202.285364,89.999001,503.330962,4117.49113,4983.740413,4.999966,92.899363,29.998997,17,21,05-03-2026
NOLSM2507342420,3,Photo,1.743977,13.470242,15.090844,19.994984,199.264275,90.001004,500.870835,4040.68101,4968.534896,4.892325,93.923922,30.005987,17,22,05-03-2026
NOLSM15270756,3,Photo,1.43583,15.948321,14.991858,19.993016,206.332394,89.999996,503.283459,4084.042021,4911.277589,5.036089,91.429125,29.988003,17,23,05-03-2026
NOLSM23969675061,1,Photo,0.991838,18.875618,15.086563,19.997011,203.11701,90.0,500.66897,4053.661351,5009.08791,5.01661,93.536037,30.005967,17,24,05-03-2026
NOLSM46375514,1,Photo,1.388515,11.144762,14.957446,19.998024,206.362039,90.000996,499.7028,4063.80589,5055.055594,5.107617,91.440704,29.996967,17,25,05-03-2026
NOLSM102332586,2,Photo,1.632862,17.171568,14.872949,19.998979,194.559263,89.998994,499.992614,4055.104811,5027.865525,4.936237,91.054477,30.009994,17,26,05-03-2026
NOLSM06615697770,2,Photo,0.757269,16.175101,14.98833,20.00602,199.508028,90.000003,501.222259,4063.50167,5055.627938,5.103779,91.229538,29.999986,17,27,05-03-2026
NOLSM070798637572,3,Photo,1.41646,16.953267,14.939508,20.001982,205.279785,90.001005,505.268172,4035.487998,5132.441668,5.119193,93.797444,30.000987,18,28,06-03-2026
NOLSM1813325986,3,Photo,0.676613,16.509781,15.105675,20.001967,205.020306,90.000999,504.996658,3952.914812,5125.276238,5.109212,92.33005,30.002001,18,29,06-03-2026
NOLSM00415562,3,Photo,0.73326,16.99037,15.031421,20.004007,201.856829,90.000005,501.823943,3972.050038,5046.11626,5.05707,92.021571,30.010972,18,30,06-03-2026
NOLSM944086382,3,Photo,0.948692,16.865021,14.97018,19.996022,200.997204,89.999994,500.967781,4016.653505,5024.489091,5.03094,91.466666,29.996966,18,31,06-03-2026
NOLSM312621037777,3,Photo,0.785213,16.646764,14.916504,20.002001,199.809102,89.999995,499.809559,4072.947482,4995.214707,5.001288,91.036682,30.00298,18,32,06-03-2026
NOLSM4883687955,3,Photo,1.063139,16.39605,15.038797,20.002979,199.19077,89.999002,499.189116,4085.175506,4979.865503,4.967528,90.943006,29.999005,18,33,06-03-2026
NOLSM672369525913,3,Photo,1.001468,16.837284,15.1088,19.998008,198.871993,89.999996,498.873277,4044.902192,4972.362053,4.97108,91.138797,30.002021,18,34,06-03-2026
NOLSM28254686,3,Photo,0.982885,17.186689,15.017902,19.998032,199.271198,90.002006,499.263902,4009.834102,4981.694767,4.98478,90.658561,29.99794,18,35,06-03-2026
NOLSM70261733297,3,Photo,1.114894,16.827551,14.93661,20.001024,197.826243,90.000007,497.808287,3956.566272,4945.935932,4.94065,90.522001,30.011002,18,36,06-03-2026
NOLSM79378559,3,Photo,0.782253,17.385863,15.043935,19.998007,199.175152,90.000998,499.194515,3983.718585,4980.202206,4.981817,91.195618,29.996002,18,37,06-03-2026
NOLSM98354487,3,Photo,1.032721,16.092406,15.023967,20.003981,199.192036,89.999002,499.208272,3983.815896,4980.010277,4.981611,91.189657,29.995036,18,38,06-03-2026
NOLSM3012654155,3,Photo,0.890688,19.034578,15.053617,20.001994,199.372126,90.001005,499.344114,3987.156543,4983.963656,5.004859,91.327361,30.000947,18,39,06-03-2026
NOLSM776827740,3,Photo,0.819203,18.888797,14.959413,19.996003,199.80961,90.000002,499.790451,3995.968577,4995.235208,4.996021,91.661503,29.993038,18,40,06-03-2026
NOLSM1393222961,3,Photo,0.656808,13.782229,15.070051,20.000008,200.220057,89.998999,500.238165,4004.892761,5005.09337,5.007857,91.554504,30.001967,18,41,06-03-2026
NOLSM12572749754,3,Photo,1.024353,18.754838,14.90558,19.99701,200.14252,89.999994,500.143315,4003.055745,5003.288185,5.00847,91.962887,30.009006,18,42,06-03-2026
NOLSM49088309655,3,Photo,0.813681,20.695051,14.964024,20.0,200.789505,90.000001,500.781213,4015.609161,5019.273028,5.021732,91.409912,30.007025,18,43,06-03-2026
NOLSM923006317691,3,Photo,0.827253,11.254506,15.047254,19.997984,200.103928,90.0,500.109322,4002.710842,5003.218326,5.010055,91.657505,30.002016,18,44,06-03-2026
NOLSM66284770442,3,Photo,1.043437,15.283439,14.935411,20.001006,200.333823,90.001008,500.336788,4006.597187,5008.409391,5.039865,91.802049,29.991981,18,45,06-03-2026
NOLSM099090559004,3,Photo,0.832716,12.458289,14.969785,20.00097,200.344427,89.999996,500.338336,4006.532129,5008.734134,5.009081,91.774659,29.995008,18,46,06-03-2026
NOLSM262004824,3,Photo,0.691813,19.755887,14.916848,20.004985,200.999517,90.000008,501.019918,4020.632713,5025.077841,5.02665,92.07717,29.996005,18,47,06-03-2026
NOLSM62362796416,3,Photo,0.895913,16.04415,15.039013,20.003005,201.485941,89.999997,501.455735,4029.511965,5036.417522,5.017119,92.006166,29.989958,18,48,06-03-2026
NOLSM139837561,3,Photo,0.712455,17.588423,15.108831,19.998991,201.118231,89.999993,501.16078,4022.772674,5028.073719,5.028148,92.480271,29.99702,18,49,06-03-2026
NOLSM525337896,3,Photo,0.85063,16.436032,15.017817,19.997023,202.074865,89.999994,502.087103,4041.412699,5052.227464,5.058283,91.647639,30.000959,18,50,06-03-2026
NOLSM05931915,3,Photo,1.122731,17.250332,15.054932,19.996982,200.379485,90.0,500.349308,4007.57217,5009.930153,5.007255,92.173625,29.988998,18,51,06-03-2026
NOLSM49873112666,3,Photo,1.623246,17.288644,14.954158,19.998005,200.635918,90.0,500.64732,4012.680057,5015.96484,5.009372,91.834003,30.005044,18,52,06-03-2026
NOLSM8688647925,3,Photo,1.179242,17.192474,14.967569,20.000009,200.414508,89.999004,500.359598,4008.066648,5009.989169,5.016235,91.859132,29.990035,18,53,06-03-2026
NOLSM8109553121,3,Photo,1.224034,16.273602,15.040926,20.000004,200.863838,90.000001,500.861153,4017.306394,5022.180015,5.021153,91.984367,29.996034,18,54,06-03-2026
NOLSM39716350066,2,Photo,0.969231,16.957017,14.940227,20.00199,205.279047,90.001001,505.279438,4106.026295,5131.436291,5.118826,93.789176,29.989941,18,1,06-03-2026
NOLSM5977796345,3,Photo,0.675704,16.528889,15.106449,20.001977,205.018821,90.000996,504.99565,4100.414357,5124.443046,5.110379,92.341512,30.017013,18,2,06-03-2026
NOLSM15223047,3,Photo,1.078739,17.006807,15.032969,20.004014,201.844178,89.999993,501.849608,4036.959949,5046.014999,5.056979,92.031238,29.993982,18,3,06-03-2026
NOLSM85146769248,3,Photo,0.923215,16.873931,14.953842,19.99598,200.979796,89.999997,500.988044,4019.918436,5024.438859,5.031067,91.464075,30.005939,18,4,06-03-2026
NOLSM350236167,1,Photo,0.787398,16.64722,15.029198,20.002032,199.794108,89.999998,499.80685,3996.429742,4995.55438,5.001786,91.02787,30.01001,18,5,06-03-2026
NOLSM767700678419,1,Photo,1.062213,16.388466,14.95162,20.00297,199.210976,89.998996,499.176684,3983.589081,4979.433334,4.967078,90.952486,30.007014,18,6,06-03-2026
NOLSM94034844736,1,Photo,1.001528,16.836035,14.966575,19.998006,198.904228,90.000002,498.885244,3977.484942,4972.181079,4.970714,91.144654,30.004012,18,7,06-03-2026
NOLSM457672846006,2,Photo,0.982785,17.184395,15.076927,19.997981,199.285334,90.002004,499.290731,3985.825585,4982.19189,4.985618,90.667988,29.996944,18,8,06-03-2026
NOLSM5244615640,2,Photo,1.116133,16.818798,14.936914,20.001017,197.829211,90.0,497.820305,3956.553332,4945.4311,4.939911,90.510123,29.990053,18,9,06-03-2026
NOLSM11040394902,3,Photo,0.785932,16.675072,15.043604,19.997974,199.160973,90.000996,499.165326,3983.767149,4979.593738,4.981979,91.181087,29.99601,18,10,06-03-2026
NOLSM489617123,3,Photo,1.031844,16.067921,15.024268,20.004018,199.195034,89.999003,499.165619,3984.046352,4979.72402,4.982142,91.180565,29.995046,18,11,06-03-2026
NOLSM847371305,3,Photo,0.890044,15.707678,15.052854,20.001982,199.353024,90.001002,499.331887,3987.034539,4984.068439,5.004915,91.342937,30.00103,18,12,06-03-2026
NOLSM138438028,1,Photo,0.816833,16.840469,14.960124,19.996018,199.804473,90.000001,499.808031,3996.405739,4995.177291,4.996351,91.670475,29.993019,18,13,06-03-2026
NOLSM607317574,1,Photo,0.658227,16.678894,15.070342,20.000014,200.23707,89.999001,500.241313,4004.848308,5005.283271,5.008076,91.544632,30.001985,18,14,06-03-2026
NOLSM0440926698,1,Photo,1.020841,16.522601,14.905102,19.996982,200.136238,90.000001,500.131915,4002.641025,5002.802483,5.008374,91.940255,30.009052,18,15,06-03-2026
NOLSM777815802463,2,Photo,0.818344,16.832231,14.96384,19.999994,200.793268,90.0,500.778711,4016.109952,5019.011332,5.022582,91.414213,30.006973,18,16,06-03-2026
NOLSM68723057905,2,Photo,0.826298,15.976361,15.047253,19.99801,200.102261,90.000005,500.123399,4002.541346,5003.529195,5.010763,91.647407,30.002045,18,17,06-03-2026
NOLSM4563584185,3,Photo,1.043604,17.054779,14.934462,20.000985,200.303843,90.000989,500.327776,4006.2912,5008.088341,5.040867,91.792131,29.991996,18,18,06-03-2026
NOLSM4095764417,3,Photo,0.83498,16.858889,14.995643,20.000986,200.317222,90.000001,500.341367,4006.94669,5008.942692,5.0082,91.778603,29.995005,18,19,06-03-2026
NOLSM63596554,3,Photo,0.696124,17.128727,14.973134,20.005016,201.019257,90.0,501.0244,4019.715928,5025.018886,5.025612,92.08383,29.996018,18,20,06-03-2026
NOLSM310308094,1,Photo,0.891452,16.683633,15.105339,20.003034,201.456826,90.0,501.476847,4029.608559,5037.206783,5.016812,92.01018,29.990028,18,21,06-03-2026
NOLSM571639357,1,Photo,0.717205,16.667447,14.898401,19.998969,201.121505,89.999992,501.135041,4022.643956,5028.460354,5.028107,92.470069,29.997035,18,22,06-03-2026
NOLSM568118589774,1,Photo,0.853967,16.144971,15.01876,19.997004,202.092346,90.000003,502.077236,4041.275689,5052.499822,5.057781,91.652285,30.000999,18,23,06-03-2026
NOLSM18828529,2,Photo,0.915512,17.26572,15.055671,19.997013,200.406295,89.999997,500.381424,4007.803431,5009.393815,5.007906,92.178371,29.988942,18,24,06-03-2026
NOLSM417768401,2,Photo,0.905621,17.27308,14.954485,19.998018,200.616922,90.000002,500.643127,4012.240752,5016.14601,5.009475,91.839616,30.00505,18,25,06-03-2026
NOLSM812479692408,2,Photo,0.888244,17.190037,14.968404,19.999986,200.432575,89.999003,500.413786,4008.131405,5010.158803,5.015902,91.866199,29.989982,18,26,06-03-2026
NOLSM62210384663,3,Photo,0.798172,16.262865,15.040788,20.000007,200.840447,90.0,500.857287,4016.937987,5021.327044,5.021213,91.993789,29.995974,18,27,06-03-2026
NOLSM4491411825,1,Photo,1.811397,16.61174,15.065738,19.998974,204.433551,89.999995,501.343883,4026.531211,5033.555081,5.017005,91.997733,29.994011,19,28,07-03-2026
