No_Die,Ox_Chamber,process,type,Temp_OXid,Vapor,ppm,Pressure,Oxid_time,thickness,Lot_Num,Wafer_Num,Datetime
NOLSM569942175146,2,Oxidation,dry,1058.047363,O2,26.128688,0.201956,86,711.842743,10,18,26-02-2026
NOLSM9795164662,2,Oxidation,dry,1091.606317,O2,33.208403,0.202055,177,703.349794,10,19,26-02-2026
NOLSM372912054,2,Oxidation,dry,1139.22318,O2,34.313064,0.215044,160,701.516196,10,20,26-02-2026
NOLSM362951152,2,Oxidation,wet,1009.230722,H2O,38.235377,0.189968,64,708.283939,10,21,26-02-2026
NOLSM6051612895,2,Oxidation,dry,1009.278708,O2,31.35297,0.210991,168,702.547501,10,22,26-02-2026
NOLSM1845623784,3,Oxidation,dry,1040.112332,O2,42.766628,0.201941,89,717.899126,10,23,26-02-2026
NOLSM299967547190,3,Oxidation,dry,1006.650771,O2,26.530299,0.193001,70,696.375874,10,24,26-02-2026
NOLSM24701506463,3,Oxidation,dry,1189.056651,O2,34.893735,0.218949,147,686.727526,10,25,26-02-2026
NOLSM205805634,3,Oxidation,wet,1265.416123,H2O,31.069323,0.200985,52,709.000723,10,26,26-02-2026
NOLSM153090998,3,Oxidation,dry,918.925309,O2,32.32181,0.201998,116,713.837982,10,27,26-02-2026
NOLSM1920258335,2,Oxidation,wet,1278.448327,H2O,44.591531,0.217032,24,713.598904,30,1,26-02-2026
NOLSM02161336991,2,Oxidation,wet,1270.157698,H2O,44.61989,0.218011,25,716.181705,30,2,26-02-2026
NOLSM28469576998,2,Oxidation,wet,1281.861779,H2O,44.617691,0.218072,25,719.599945,30,3,26-02-2026
NOLSM8333852499,2,Oxidation,wet,1269.638633,H2O,44.50783,0.215076,22,717.374425,30,4,26-02-2026
NOLSM34775775287,2,Oxidation,wet,1264.621666,H2O,44.567309,0.21597,23,718.341876,30,5,26-02-2026
NOLSM43064871918,2,Oxidation,wet,1271.228548,H2O,44.561252,0.215967,23,712.532251,30,6,26-02-2026
NOLSM436821017,2,Oxidation,wet,1276.443745,H2O,44.581493,0.217009,24,708.394138,30,7,26-02-2026
NOLSM9745636968,3,Oxidation,wet,1278.492233,H2O,44.594451,0.217024,24,721.00753,30,8,26-02-2026
NOLSM4487579053,3,Oxidation,wet,1268.383957,H2O,44.502494,0.21491,22,713.363953,30,9,26-02-2026
NOLSM369803557553,3,Oxidation,wet,1271.050591,H2O,44.649225,0.215958,23,716.671831,30,10,26-02-2026
NOLSM72320349483,3,Oxidation,wet,1278.2026,H2O,44.594452,0.216014,23,717.285037,30,11,26-02-2026
NOLSM968338340,3,Oxidation,wet,1275.386146,H2O,44.615462,0.215972,23,716.561386,30,12,26-02-2026
NOLSM678533832,3,Oxidation,wet,1274.177735,H2O,44.709421,0.218948,26,712.609522,30,13,26-02-2026
NOLSM635308022,3,Oxidation,wet,1280.43276,H2O,44.583904,0.218941,26,716.920641,30,14,26-02-2026
NOLSM50630795,3,Oxidation,wet,1275.15747,H2O,44.545581,0.215031,22,716.816884,30,15,26-02-2026
NOLSM575158012452,1,Oxidation,wet,1278.730184,H2O,44.620726,0.215871,23,707.002456,30,16,26-02-2026
NOLSM02361326,1,Oxidation,wet,1278.799697,H2O,44.499076,0.213006,20,717.06236,30,17,26-02-2026
NOLSM63167636,1,Oxidation,wet,1272.632038,H2O,44.49855,0.21295,20,711.63213,30,18,26-02-2026
NOLSM55836686157,1,Oxidation,wet,1270.655203,H2O,44.625203,0.210947,18,707.602527,30,19,26-02-2026
NOLSM17495070,1,Oxidation,wet,1272.234147,H2O,44.600759,0.216045,23,707.732946,30,20,26-02-2026
NOLSM0764509332,1,Oxidation,wet,1274.319091,H2O,44.616987,0.214933,22,713.839914,30,21,26-02-2026
NOLSM597368268037,1,Oxidation,wet,1271.104643,H2O,44.609559,0.212989,20,705.552302,30,22,26-02-2026
NOLSM4509126149,1,Oxidation,wet,1270.220412,H2O,44.621131,0.210992,18,707.730759,30,23,26-02-2026
NOLSM07774845,2,Oxidation,wet,1275.56429,H2O,44.585143,0.211073,18,702.454694,30,24,26-02-2026
NOLSM59514173,2,Oxidation,wet,1264.122802,H2O,44.607604,0.212016,19,711.737991,30,25,26-02-2026
NOLSM8008416174,2,Oxidation,wet,1280.842381,H2O,44.496874,0.216019,23,709.391852,30,26,26-02-2026
NOLSM084790270059,2,Oxidation,wet,1278.825693,H2O,44.60057,0.212004,19,714.946239,30,27,26-02-2026
NOLSM51073936842,1,Oxidation,dry,1184.557362,O2,35.383842,0.193927,32,709.884829,11,28,27-02-2026
NOLSM9307632860,1,Oxidation,dry,1043.772358,O2,32.309485,0.21397,86,706.231207,11,29,27-02-2026
NOLSM193061268273,1,Oxidation,dry,1075.636185,O2,43.139043,0.201054,101,707.151118,11,30,27-02-2026
NOLSM616628396,1,Oxidation,wet,963.288354,H2O,27.132515,0.206978,20,705.353505,11,31,27-02-2026
NOLSM53246353,1,Oxidation,wet,994.40224,H2O,33.413019,0.207007,88,715.170129,11,32,27-02-2026
NOLSM83883515,1,Oxidation,wet,1016.11675,H2O,34.948584,0.21396,102,691.344617,11,33,27-02-2026
NOLSM7079186495,1,Oxidation,wet,1092.506188,H2O,30.203528,0.214971,69,709.931627,11,34,27-02-2026
NOLSM20620761880,1,Oxidation,wet,1213.132216,H2O,39.304055,0.211045,122,715.083385,11,35,27-02-2026
NOLSM3423102670,1,Oxidation,wet,1057.806214,H2O,32.07777,0.201008,109,697.173924,11,36,27-02-2026
NOLSM925836116692,1,Oxidation,dry,1085.968104,O2,30.293521,0.216011,95,695.63087,11,37,27-02-2026
NOLSM02798046,1,Oxidation,wet,1074.5425,H2O,38.935852,0.197926,75,714.233251,11,38,27-02-2026
NOLSM475751618,1,Oxidation,dry,1156.02898,O2,31.064685,0.196053,132,712.112127,11,39,27-02-2026
NOLSM206250600,1,Oxidation,wet,1082.116948,H2O,39.876882,0.216971,52,708.171174,11,40,27-02-2026
NOLSM409262664,1,Oxidation,dry,919.113023,O2,36.663885,0.187993,75,707.034131,11,41,27-02-2026
NOLSM59446656913,1,Oxidation,dry,1173.826743,O2,31.619304,0.215084,112,721.069954,11,42,27-02-2026
NOLSM52195655163,1,Oxidation,dry,1042.391011,O2,36.10458,0.205032,130,717.305737,11,43,27-02-2026
NOLSM4990937538,1,Oxidation,dry,1099.769602,O2,44.863581,0.198907,141,713.607866,11,44,27-02-2026
NOLSM949178169,1,Oxidation,dry,1298.341985,O2,29.054287,0.203044,117,713.628672,11,45,27-02-2026
NOLSM4822108574,1,Oxidation,dry,1048.469469,O2,34.847089,0.21296,167,712.682197,11,46,27-02-2026
NOLSM25970467,1,Oxidation,wet,1018.76854,H2O,35.001875,0.195051,99,714.438972,11,47,27-02-2026
NOLSM018785682,1,Oxidation,wet,1105.226172,H2O,29.060146,0.206984,110,715.425978,11,48,27-02-2026
NOLSM16876420,1,Oxidation,dry,1181.670655,O2,33.300539,0.213007,110,713.167256,11,49,27-02-2026
NOLSM57672319,1,Oxidation,wet,923.081519,H2O,30.56815,0.201002,74,714.318829,11,50,27-02-2026
NOLSM420551719504,1,Oxidation,dry,1093.511915,O2,35.473961,0.215944,132,710.083535,11,51,27-02-2026
NOLSM791208915,1,Oxidation,wet,1020.666987,H2O,34.39523,0.216992,212,710.640076,11,52,27-02-2026
NOLSM45379627254,1,Oxidation,dry,1156.420348,O2,32.787651,0.190978,14,711.601257,11,53,27-02-2026
NOLSM977363821,1,Oxidation,dry,1263.828316,O2,34.939974,0.202964,98,710.077623,11,54,27-02-2026
NOLSM2752686316,2,Oxidation,wet,1292.395801,H2O,44.545744,0.213987,21,717.254551,31,28,27-02-2026
NOLSM9057986461,2,Oxidation,wet,1280.556494,H2O,44.581517,0.212932,20,707.936469,31,29,27-02-2026
NOLSM4010735594,2,Oxidation,wet,1280.370768,H2O,44.674334,0.209986,17,711.217166,31,30,27-02-2026
NOLSM86424787,2,Oxidation,wet,1275.596905,H2O,44.550161,0.211973,19,704.478488,31,31,27-02-2026
NOLSM3731870689,2,Oxidation,wet,1268.855736,H2O,44.668853,0.207016,14,695.741397,31,32,27-02-2026
NOLSM808852483,2,Oxidation,wet,1280.785252,H2O,44.532092,0.212,19,712.108663,31,33,27-02-2026
NOLSM12915275,2,Oxidation,wet,1282.862428,H2O,44.578292,0.212019,19,705.74924,31,34,27-02-2026
NOLSM264555515,2,Oxidation,wet,1277.829082,H2O,44.627114,0.210028,17,710.752803,31,35,27-02-2026
NOLSM85183385719,2,Oxidation,wet,1292.425672,H2O,44.65934,0.210999,18,710.608593,31,36,27-02-2026
NOLSM036338954,2,Oxidation,wet,1276.705786,H2O,44.600836,0.209996,17,713.837852,31,37,27-02-2026
NOLSM26297693819,2,Oxidation,wet,1277.812176,H2O,44.62562,0.212038,19,707.431444,31,38,27-02-2026
NOLSM844483517,2,Oxidation,wet,1276.969232,H2O,44.634909,0.211956,19,705.817537,31,39,27-02-2026
NOLSM58999828089,2,Oxidation,wet,1281.448963,H2O,44.761873,0.211033,18,710.585182,31,40,27-02-2026
NOLSM92542779895,2,Oxidation,wet,1276.985673,H2O,44.81784,0.213956,21,703.706654,31,41,27-02-2026
NOLSM2968714187,2,Oxidation,wet,1267.385718,H2O,44.697217,0.213023,20,699.122787,31,42,27-02-2026
NOLSM35055405,2,Oxidation,wet,1280.802984,H2O,44.775706,0.213939,21,711.643394,31,43,27-02-2026
NOLSM309018517303,2,Oxidation,wet,1284.439574,H2O,44.806547,0.213015,20,701.163339,31,44,27-02-2026
NOLSM070591359,2,Oxidation,wet,1274.802662,H2O,44.889481,0.214048,21,712.639563,31,45,27-02-2026
NOLSM072563311,2,Oxidation,wet,1284.747031,H2O,45.012032,0.215077,22,716.568494,31,46,27-02-2026
NOLSM60448805,2,Oxidation,wet,1287.443705,H2O,44.973487,0.215091,22,702.158128,31,47,27-02-2026
NOLSM0795452895,2,Oxidation,wet,1279.276275,H2O,44.909903,0.214963,22,715.358075,31,48,27-02-2026
NOLSM52130463,2,Oxidation,wet,1280.615698,H2O,44.837716,0.216967,24,703.976527,31,49,27-02-2026
NOLSM9321283839,2,Oxidation,wet,1285.634001,H2O,44.807316,0.217062,24,695.793542,31,50,27-02-2026
NOLSM062597777271,2,Oxidation,wet,1278.900413,H2O,44.875264,0.218947,26,717.942906,31,51,27-02-2026
NOLSM31424820287,2,Oxidation,wet,1287.878405,H2O,45.014941,0.219995,27,713.590651,31,52,27-02-2026
NOLSM90652338,2,Oxidation,wet,1293.487068,H2O,45.057593,0.218037,25,720.416697,31,53,27-02-2026
NOLSM99531994100,2,Oxidation,wet,1290.383824,H2O,44.745009,0.219003,26,711.989391,31,54,27-02-2026
NOLSM48352635,3,Oxidation,dry,1166.098576,O2,40.21433,0.193976,195,710.027395,11,1,27-02-2026
NOLSM11585817621,3,Oxidation,dry,1034.124877,O2,32.326465,0.213992,86,706.154685,11,2,27-02-2026
NOLSM89716692,3,Oxidation,dry,1064.938754,O2,43.13927,0.200961,101,707.179095,11,3,27-02-2026
NOLSM5923973744,3,Oxidation,wet,959.899787,H2O,27.101935,0.206989,20,705.372716,11,4,27-02-2026
NOLSM513978081,1,Oxidation,wet,984.963949,H2O,33.389303,0.207021,88,715.182953,11,5,27-02-2026
NOLSM107298146963,1,Oxidation,wet,1000.246293,H2O,34.86893,0.213988,102,691.275251,11,6,27-02-2026
NOLSM155848957,1,Oxidation,wet,1090.755469,H2O,30.186311,0.214963,69,709.937625,11,7,27-02-2026
NOLSM387136165578,1,Oxidation,wet,1205.440492,H2O,39.227813,0.211031,122,715.088435,11,8,27-02-2026
NOLSM0298916932,1,Oxidation,wet,1046.412213,H2O,32.168615,0.201014,109,697.178088,11,9,27-02-2026
NOLSM94707516435,1,Oxidation,dry,1083.149045,O2,30.364028,0.215989,95,695.739947,11,10,27-02-2026
NOLSM09286175876,1,Oxidation,wet,1069.655763,H2O,38.934881,0.197988,75,714.266191,11,11,27-02-2026
NOLSM19666756,1,Oxidation,dry,1145.732372,O2,31.037028,0.195847,132,711.951756,11,12,27-02-2026
NOLSM81480326,1,Oxidation,wet,1067.807278,H2O,39.805912,0.217032,52,708.182133,11,13,27-02-2026
NOLSM5791078995,2,Oxidation,dry,904.985802,O2,36.76208,0.187962,75,707.016714,11,14,27-02-2026
NOLSM43243891400,2,Oxidation,dry,1154.947665,O2,31.715925,0.215016,112,721.106057,11,15,27-02-2026
NOLSM714034941520,2,Oxidation,dry,1028.156131,O2,36.134182,0.204988,130,717.327134,11,16,27-02-2026
NOLSM86778249,2,Oxidation,dry,1092.53716,O2,44.898711,0.199107,141,713.697,11,17,27-02-2026
NOLSM0476257227,2,Oxidation,dry,1287.573939,O2,29.05038,0.202936,117,714.241543,11,18,27-02-2026
NOLSM74816273170,2,Oxidation,dry,1045.561585,O2,34.804768,0.213009,167,701.728692,11,19,27-02-2026
NOLSM262867439,2,Oxidation,wet,1010.944393,H2O,35.014535,0.194973,99,703.718409,11,20,27-02-2026
NOLSM04869862256,2,Oxidation,wet,1100.621713,H2O,29.077959,0.207077,110,709.385587,11,21,27-02-2026
NOLSM181749902,2,Oxidation,dry,1165.560588,O2,33.326404,0.212947,110,702.819457,11,22,27-02-2026
NOLSM0179091102,3,Oxidation,wet,909.078584,H2O,30.642575,0.200964,74,698.074748,11,23,27-02-2026
NOLSM736734486,3,Oxidation,dry,1078.109062,O2,35.309157,0.215988,132,710.110256,11,24,27-02-2026
NOLSM146222489,3,Oxidation,wet,1015.974137,H2O,34.361279,0.216997,212,704.616359,11,25,27-02-2026
NOLSM643209028403,3,Oxidation,dry,1146.968827,O2,32.798651,0.191031,14,725.294602,11,26,27-02-2026
NOLSM6787639532,3,Oxidation,dry,1260.620312,O2,34.857967,0.202981,98,698.44118,11,27,27-02-2026
NOLSM1498029926,2,Oxidation,wet,1276.988236,H2O,44.555425,0.213967,21,717.23893,31,1,27-02-2026
NOLSM42143253,2,Oxidation,wet,1266.892004,H2O,44.610728,0.212897,20,707.940186,31,2,27-02-2026
NOLSM5152233290,2,Oxidation,wet,1276.297704,H2O,44.610742,0.209919,17,711.107395,31,3,27-02-2026
NOLSM71462716,2,Oxidation,wet,1274.50015,H2O,44.56222,0.212005,19,704.385427,31,4,27-02-2026
NOLSM33833534314,2,Oxidation,wet,1268.17581,H2O,44.550441,0.207044,14,695.795209,31,5,27-02-2026
NOLSM144949809,3,Oxidation,wet,1278.375727,H2O,44.52659,0.212007,19,712.097453,31,6,27-02-2026
NOLSM724491721635,3,Oxidation,wet,1277.564229,H2O,44.649513,0.212158,19,705.805282,31,7,27-02-2026
NOLSM83293202295,3,Oxidation,wet,1268.931213,H2O,44.575355,0.210028,17,710.668973,31,8,27-02-2026
NOLSM27834458749,3,Oxidation,wet,1280.007129,H2O,44.620352,0.210976,18,710.629202,31,9,27-02-2026
NOLSM509001415,3,Oxidation,wet,1274.780333,H2O,44.654502,0.209954,17,713.871563,31,10,27-02-2026
NOLSM87875926,3,Oxidation,wet,1270.821756,H2O,44.531696,0.212015,19,707.498364,31,11,27-02-2026
NOLSM66279500088,3,Oxidation,wet,1275.396139,H2O,44.730893,0.212049,19,705.844231,31,12,27-02-2026
NOLSM445347217855,1,Oxidation,wet,1272.072638,H2O,44.661241,0.211032,18,710.557062,31,13,27-02-2026
NOLSM4946553528,1,Oxidation,wet,1271.084192,H2O,44.832562,0.213956,21,703.648861,31,14,27-02-2026
NOLSM4365328147,1,Oxidation,wet,1265.895459,H2O,44.758254,0.213032,20,699.203666,31,15,27-02-2026
NOLSM032704571096,1,Oxidation,wet,1272.581684,H2O,44.762488,0.213928,21,711.660168,31,16,27-02-2026
NOLSM68837593788,1,Oxidation,wet,1272.2205,H2O,44.886914,0.212964,20,701.243868,31,17,27-02-2026
NOLSM58384804004,1,Oxidation,wet,1268.417046,H2O,44.872992,0.214022,21,712.650263,31,18,27-02-2026
NOLSM9089806951,1,Oxidation,wet,1281.899009,H2O,44.989506,0.214991,22,716.587924,31,19,27-02-2026
NOLSM74699168,1,Oxidation,wet,1270.211065,H2O,44.935265,0.215069,22,702.205974,31,20,27-02-2026
NOLSM19805437883,2,Oxidation,wet,1272.274304,H2O,44.910379,0.21503,22,715.407835,31,21,27-02-2026
NOLSM35091749847,2,Oxidation,wet,1268.746451,H2O,44.838029,0.217016,24,703.933001,31,22,27-02-2026
NOLSM507608140722,2,Oxidation,wet,1275.842802,H2O,44.81161,0.216993,24,715.380437,31,23,27-02-2026
NOLSM155400427,2,Oxidation,wet,1273.707399,H2O,44.839154,0.218981,26,717.948483,31,24,27-02-2026
NOLSM8673611068,2,Oxidation,wet,1273.611745,H2O,44.915321,0.220005,27,713.590155,31,25,27-02-2026
NOLSM44421391,2,Oxidation,wet,1278.943271,H2O,44.941665,0.217999,25,720.423619,31,26,27-02-2026
NOLSM6212096462,2,Oxidation,wet,1270.912331,H2O,44.806735,0.218957,26,712.024168,31,27,27-02-2026
NOLSM1050522589,1,Oxidation,dry,1036.510977,O2,28.413214,0.208905,71,693.727772,12,28,28-02-2026
NOLSM484256775493,1,Oxidation,wet,1120.522255,H2O,29.734607,0.199953,60,699.272814,12,29,28-02-2026
NOLSM3976356597,1,Oxidation,dry,1008.902603,O2,32.019504,0.201982,48,701.155431,12,30,28-02-2026
NOLSM298146833,1,Oxidation,dry,1172.598759,O2,35.058952,0.209945,41,701.351431,12,31,28-02-2026
NOLSM150535668023,1,Oxidation,dry,1109.645846,O2,32.734205,0.209995,101,716.940573,12,32,28-02-2026
NOLSM6371761689,1,Oxidation,dry,1076.226746,O2,31.867021,0.208035,100,699.921728,12,33,28-02-2026
NOLSM2168859447,1,Oxidation,dry,1102.908636,O2,39.511608,0.209999,26,712.371463,12,34,28-02-2026
NOLSM14677792311,1,Oxidation,dry,1203.738271,O2,32.958086,0.220026,112,714.754017,12,35,28-02-2026
NOLSM0542534270,1,Oxidation,wet,1072.642365,H2O,38.118297,0.211944,60,707.07438,12,36,28-02-2026
NOLSM99569614438,1,Oxidation,wet,1117.975319,H2O,39.903762,0.210004,73,727.67424,12,37,28-02-2026
NOLSM52976170,1,Oxidation,dry,1176.155365,O2,35.631597,0.198988,18,710.195811,12,38,28-02-2026
NOLSM094168236,1,Oxidation,wet,1103.083139,H2O,28.64021,0.208004,145,716.317076,12,39,28-02-2026
NOLSM30769257,1,Oxidation,dry,1066.632669,O2,34.552487,0.198014,205,714.677843,12,40,28-02-2026
NOLSM134104668368,1,Oxidation,dry,1115.357169,O2,34.947848,0.211038,180,720.646893,12,41,28-02-2026
NOLSM0831582560,1,Oxidation,dry,1017.811585,O2,32.483099,0.207981,134,711.385973,12,42,28-02-2026
NOLSM38585164732,1,Oxidation,dry,1053.561792,O2,37.981177,0.20201,103,719.278719,12,43,28-02-2026
NOLSM30677802012,1,Oxidation,dry,1235.570682,O2,33.826534,0.211953,136,702.504791,12,44,28-02-2026
NOLSM668885464267,1,Oxidation,wet,1046.951862,H2O,29.03592,0.215922,89,699.272907,12,45,28-02-2026
NOLSM633036255,1,Oxidation,wet,1105.154974,H2O,49.887454,0.214071,97,704.909546,12,46,28-02-2026
NOLSM54753376141,1,Oxidation,dry,1118.782676,O2,32.474975,0.209976,65,706.371987,12,47,28-02-2026
NOLSM855710595,1,Oxidation,dry,1256.392673,O2,32.811622,0.210009,231,711.031401,12,48,28-02-2026
NOLSM43554225,1,Oxidation,dry,1154.596611,O2,36.649293,0.201987,138,709.979731,12,49,28-02-2026
NOLSM620548473,1,Oxidation,dry,1191.149877,O2,35.408531,0.214005,104,701.417287,12,50,28-02-2026
NOLSM6267321426,1,Oxidation,dry,1020.015012,O2,36.754679,0.199993,90,713.596972,12,51,28-02-2026
NOLSM14466447,1,Oxidation,dry,1130.217426,O2,25.5886,0.212035,121,712.664303,12,52,28-02-2026
NOLSM376015608,1,Oxidation,dry,1055.488091,O2,42.378143,0.217987,89,714.355067,12,53,28-02-2026
NOLSM462763072021,1,Oxidation,dry,1096.100954,O2,31.483656,0.213059,45,715.416118,12,54,28-02-2026
NOLSM25235479,2,Oxidation,wet,1283.505862,H2O,44.891582,0.214992,22,695.745006,32,28,28-02-2026
NOLSM40121682799,2,Oxidation,wet,1291.14128,H2O,44.949577,0.218024,25,723.470815,32,29,28-02-2026
NOLSM3309045653,2,Oxidation,wet,1293.935268,H2O,45.17737,0.218975,26,720.645495,32,30,28-02-2026
NOLSM6946020474,2,Oxidation,wet,1279.544216,H2O,45.122022,0.218982,26,722.120541,32,31,28-02-2026
NOLSM88793543574,2,Oxidation,wet,1289.438273,H2O,45.074755,0.220027,27,720.476039,32,32,28-02-2026
NOLSM8857027092,2,Oxidation,wet,1285.804087,H2O,32.809171,0.217019,24,706.239708,32,33,28-02-2026
NOLSM984008432842,2,Oxidation,wet,1288.328865,H2O,31.824824,0.216045,23,712.426473,32,34,28-02-2026
NOLSM92651953945,2,Oxidation,wet,1282.447016,H2O,39.440691,0.214062,21,710.43232,32,35,28-02-2026
NOLSM35583187,2,Oxidation,wet,1289.924111,H2O,32.825842,0.213993,21,708.61763,32,36,28-02-2026
NOLSM12598985643,2,Oxidation,wet,1292.228675,H2O,38.181814,0.215026,22,712.951062,32,37,28-02-2026
NOLSM45244810,2,Oxidation,wet,1292.065893,H2O,39.94869,0.213994,21,715.517729,32,38,28-02-2026
NOLSM2477807771,2,Oxidation,wet,1269.020888,H2O,45.078505,0.21501,22,707.20925,32,39,28-02-2026
NOLSM1480454611,2,Oxidation,wet,1282.138587,H2O,45.097932,0.214038,21,713.000704,32,40,28-02-2026
NOLSM222966350826,2,Oxidation,wet,1289.058481,H2O,45.272112,0.213053,20,711.943892,32,41,28-02-2026
NOLSM1865122251,2,Oxidation,wet,1287.33192,H2O,45.22517,0.21498,22,716.229343,32,42,28-02-2026
NOLSM032287701,3,Oxidation,dry,1021.489327,O2,28.451676,0.209025,71,693.802556,12,1,28-02-2026
NOLSM10140743256,3,Oxidation,wet,1101.004905,H2O,29.715211,0.200101,60,699.274611,12,2,28-02-2026
NOLSM503882536350,1,Oxidation,dry,1004.040438,O2,32.059137,0.202014,48,701.182022,12,3,28-02-2026
NOLSM372649545328,1,Oxidation,dry,1162.246515,O2,35.071454,0.209993,41,701.295866,12,4,28-02-2026
NOLSM79354844,1,Oxidation,dry,1104.186024,O2,33.806711,0.209999,101,717.046234,12,5,28-02-2026
NOLSM46347627,1,Oxidation,dry,1070.437463,O2,36.910829,0.208042,100,699.832454,12,6,28-02-2026
NOLSM7404190911,1,Oxidation,dry,1088.596048,O2,39.9847,0.210019,26,712.399365,12,7,28-02-2026
NOLSM73961699364,1,Oxidation,dry,1189.652272,O2,42.860635,0.220011,112,714.772518,12,8,28-02-2026
NOLSM1980016896,1,Oxidation,wet,1063.563202,H2O,38.224332,0.211996,60,707.091006,12,9,28-02-2026
NOLSM65993652917,1,Oxidation,wet,1099.956963,H2O,34.894614,0.210014,73,727.662301,12,10,28-02-2026
NOLSM468740419282,1,Oxidation,dry,1159.751856,O2,34.520379,0.19893,18,710.217795,12,11,28-02-2026
NOLSM86771390,2,Oxidation,wet,1087.903127,H2O,28.29974,0.207969,145,716.342699,12,12,28-02-2026
NOLSM49569589,2,Oxidation,dry,1054.310777,O2,30.067936,0.197996,205,714.780075,12,13,28-02-2026
NOLSM222465434050,2,Oxidation,dry,1097.093994,O2,38.544568,0.211017,180,720.630838,12,14,28-02-2026
NOLSM318531737,2,Oxidation,dry,1002.118082,O2,45.057363,0.208045,134,711.460734,12,15,28-02-2026
NOLSM98680204,2,Oxidation,dry,1044.354871,O2,25.718129,0.202034,103,719.252202,12,16,28-02-2026
NOLSM52153715,2,Oxidation,dry,1230.325779,O2,41.456361,0.211975,136,702.58881,12,17,28-02-2026
NOLSM107347902,2,Oxidation,wet,1032.436449,H2O,32.783669,0.215999,89,699.261407,12,18,28-02-2026
NOLSM528992153,2,Oxidation,wet,1093.523575,H2O,21.81622,0.214022,97,704.951786,12,19,28-02-2026
NOLSM13846991962,3,Oxidation,dry,1114.265061,O2,34.345502,0.209923,65,706.343596,12,20,28-02-2026
NOLSM73899711,3,Oxidation,dry,1237.606402,O2,36.202183,0.209978,231,711.081378,12,21,28-02-2026
NOLSM863438181766,3,Oxidation,dry,1135.761001,O2,30.967812,0.201951,138,710.014458,12,22,28-02-2026
NOLSM2363390547,3,Oxidation,dry,1186.921578,O2,36.734703,0.213923,104,701.42702,12,23,28-02-2026
NOLSM636801614,3,Oxidation,dry,1013.144116,O2,27.213574,0.200132,90,714.423555,12,24,28-02-2026
NOLSM33515150332,3,Oxidation,dry,1127.232009,O2,32.570946,0.211995,121,708.691474,12,25,28-02-2026
NOLSM34661347,3,Oxidation,dry,1053.467311,O2,40.928765,0.218028,89,706.587029,12,26,28-02-2026
NOLSM7160415111,3,Oxidation,dry,1094.682325,O2,40.306156,0.212982,45,712.183754,12,27,28-02-2026
NOLSM28763388795,2,Oxidation,wet,1276.237381,H2O,44.919603,0.215008,22,717.578217,32,1,28-02-2026
NOLSM46576971671,2,Oxidation,wet,1272.780213,H2O,44.986205,0.218041,25,723.488472,32,2,28-02-2026
NOLSM13305276,3,Oxidation,wet,1278.261833,H2O,45.19707,0.21908,26,720.589986,32,3,28-02-2026
NOLSM99860799,3,Oxidation,wet,1274.573554,H2O,45.037742,0.218986,26,722.113612,32,4,28-02-2026
NOLSM07090918192,3,Oxidation,wet,1274.714119,H2O,45.062586,0.219963,27,720.418711,32,5,28-02-2026
NOLSM571692088,3,Oxidation,wet,1268.803668,H2O,44.874524,0.216951,24,706.198082,32,6,28-02-2026
NOLSM681030176,3,Oxidation,wet,1273.629065,H2O,44.826028,0.216073,23,712.367988,32,7,28-02-2026
NOLSM174430291732,3,Oxidation,wet,1272.273496,H2O,45.153336,0.213906,21,710.429194,32,8,28-02-2026
NOLSM803106042252,3,Oxidation,wet,1280.658648,H2O,45.211554,0.213956,21,708.668056,32,9,28-02-2026
NOLSM707606433139,3,Oxidation,wet,1275.352042,H2O,45.056102,0.214958,22,712.984944,32,10,28-02-2026
NOLSM28607000,3,Oxidation,wet,1275.567819,H2O,45.053801,0.214012,21,715.549592,32,11,28-02-2026
